Property Address,Property Name,Property Type,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Days On Market,Land Area (AC),Land Area (SF),LEED Certified,Latitude,Longitude,Operational Status,Rent/SF/Yr,Rent Type,Star Rating,Typical Floor Size,Zoning,Building Class,Energy Star,Property Location,Proposed Land Use,Rent
9255 Customhouse Plz,,Industrial,Existing,South Bay,Otay Mesa,San Diego,CA,92154,San Diego,1990,1,2017.0,500.0,1.69,296602,50069,50069,50069,50069,50069,0,13.2000,83.12,70000.0,2024 Tax @ $1.4240/sf,2024 Tax @ $1.4240/sf,,Triple Net,JLL,,8584106360.0,,Joe Anderson,IDS Real Estate Group,Trammell Crow Company,TIAA,"Property Manager on Site, Skylights, Air Conditioning",1600a/277-480v 3p 4w,"28'0""",69.0,"6/10'0""w x 14'0""h",46'w x 54'd,Wet,,Reinforced Concrete,,Electric,City,City,Natural,317837,13.2,,Frontera Business Park,0,14.68,639461.0,,32.5516881,-116.9474747,,$13.20,,4,296602,OMDD-INTL-SUBD,A,,,,13.2
280 De Berry St,,Industrial,Existing,Inland Empire East,San Bernardino,Colton,CA,92324,San Bernardino,1989,1,,81.0,0.48,125801,125801,125801,125801,125801,125801,0,10.8000,0.0,1937.0,2024 Tax @ $0.7690/sf,2024 Tax @ $0.7690/sf,,Triple Net,Cushman & Wakefield,,9099424640.0,,Charles Belden,,,Hager Pacific Properties,"Cooler, Fenced Lot, Signage",5200a/277-480v 3p,"30'0""",49.0,"2/12'0""w x 14'0""h",,ESFR,,Masonry,,,,,,1056829,10.8,,,0,9.29,404672.0,,34.0292032,-117.332083,,$10.80,,4,125801,M-1,A,,,,10.8
2711 E Dominguez St,Dominguez Distribution Center,Industrial,Existing,South Bay,Carson,Long Beach,CA,90810,Los Angeles,1977,1,,205.0,0.78,261500,261500,261500,261500,261500,0,0,16.2000,100.0,11369.0,2024 Tax @ $0.8279/sf,2024 Tax @ $0.8279/sf,,Triple Net,,,,,,IDS  Real Estate Group,,"EastGroup Properties, Inc.","Conferencing Facility, Fenced Lot, Signage, Yard, Demised WC facilities",1200a/277-480v 3p,"24'0""",47.0,"2/11'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,249994,16.2,,Dominguez Distribution Center,0,10.98,478289.0,,33.839922,-118.21629,,$16.20,,4,261500,CAML & D*,A,Energy Star,,,16.2
2055 Dublin Dr,,Industrial,Existing,South Bay,Otay Mesa,San Diego,CA,92154,San Diego,1990,1,,426.0,2.0,205440,136350,38742,136350,136350,136350,0,13.2000,33.63,,2024 Tax @ $1.3241/sf,2024 Tax @ $1.3241/sf,,Triple Net,JLL,,8584106376.0,,Andy Irwin,Mark Harryman,California Structures Inc.,"STAG Industrial, Inc.",Skylights,8000a/277-480v 3p 3w,"28'0""",28.0,"1/12'0""w x 12'0""h",40'w x 60'd,ESFR,,Reinforced Concrete,,,,,,315183,13.2,,Brown Field Business Park,0,11.65,507474.0,,32.561648,-116.974029,,$13.20,,4,205440,IP-1-1,A,,,,13.2
601-605 W Dyer Rd,,Industrial,Existing,Airport Area,Santa Ana,Santa Ana,CA,92707,Orange,1973,1,,374.0,2.0,183571,60000,24000,60000,0,0,60000,19.8000,100.0,,2024 Tax @ $1.8096/sf,2024 Tax @ $1.8096/sf,Industrial Gross,,Cushman & Wakefield,,9499557653.0,,Kevin Turner,,,Bloom Family Trust,"Fenced Lot, Fluorescent Lighting",1000-2000a,"26'0""",16.0,"26/14'0""w x 16'0""h",,ESFR,,,,,,,,279926,,19.8,,0,8.43,367211.0,,33.71066,-117.875845,,$19.80,,4,183571,M1,A,,,,19.8
340 El Camino Real South,,Industrial,Existing,North Monterey County,North Monterey County,Salinas,CA,93901,Monterey,1974,2,1990.0,450.0,0.24,1820420,213025,2960,283747,283747,283747,0,7.8125,84.41,,2024 Tax @ $0.3462/sf,2024 Tax @ $0.3462/sf,,Industrial Gross,Cushman & Wakefield,,8317551639.0,,Greg Findley,Firestone Business Park Management Office,,"Ombudsman Program For Long Term Care, Inc","Property Manager on Site, Security System",Heavy,"24'0""",24.0,3,,Yes,,Reinforced Concrete,Union Pacific Railroad,,,,,1593904,7.8125,,Firestone Business Park,0,123.0,5357880.0,,36.6250984,-121.591182,,$7.80 - 9.00,,4,1715027,HI-B-5,A,,,,9.0
2440 E Eucalyptus Ave,,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91762,San Bernardino,2023,2,,70.0,0.58,111564,52000,52000,52000,0,0,52000,15.0000,100.0,6481.0,,,Modified Gross,,Colliers,,9096122614.0,,Thomas Taylor,,Real Estate Development Associates,Clarion Partners,"Fenced Lot, Skylights",1200-2000a,"32'0""",18.0,"2/12'0""w x 15'0""h",60'w x 52'd,ESFR,,Reinforced Concrete,,,,,,10882943,,15.0,Ontario Ranch Logistics Center,0,5.67,246985.0,,33.9893174,-117.6006359,,$15.00,,4,111564,CG,A,,,,15.0
1470 Exposition Way,,Industrial,Existing,South Bay,Otay Mesa,San Diego,CA,92154,San Diego,2007,1,,222.0,2.0,116840,55788,23368,55788,0,0,55788,13.2000,100.0,,2024 Tax @ $1.3023/sf,2024 Tax @ $1.3023/sf,Triple Net,,CBRE,,,,,,"Sudberry Properties, Inc.","Sudberry Properties, Inc.",,3000a/480v 3p,"28'0""",28.0,"6/12'0""w x 14'0""h",,Wet,,Reinforced Concrete,,,,,,1356578,,13.2,Ocean View Hills Corp Ctr,0,6.79,295772.0,,32.5743394,-117.0063365,,$13.20,,4,110998,I-7,A,,,,13.2
7300 Flores Ave,,Industrial,Existing,Mid-Cities,Downey/Paramount,Downey,CA,90242,Los Angeles,1999,1,,250.0,2.03,122500,122500,122500,122500,122500,122500,0,19.9200,0.0,24715.0,,,,Industrial Gross,Fremont Associates,,3107531600.0,,Eric Knirk,,,County of Los Angeles,"24 Hour Access, Fenced Lot, Monument Signage",2000a/277-480v 3p 4w,"30'0""",18.0,"1/11'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,Yes,City,City,,28752,19.92,,,0,10.82,471319.0,,33.9245853,-118.1659179,,$19.92,,4,122500,SP,A,,,,19.92
36855 W Fourth St,Bldg 1,Industrial,Existing,Inland Empire East,Beaumont/Hemet,Beaumont,CA,92223,Riverside,2023,1,,210.0,0.12,1777708,458704,250000,458704,0,0,458704,7.0800,100.0,,2024 Tax @ $2.6428/sf,2024 Tax @ $2.6428/sf,Triple Net,,CBRE,,9094182105.0,,Darla Longo,,,Affinius Capital LLC,,8000a/277-480v,"40'0""",296.0,4,60'w,ESFR,,,,,,,,11305243,,7.08,Beaumont Crossroads Logistics Park,0,96.42,4200055.0,,33.9283091,-117.0279009,,$7.08,,5,1777708,CG,A,,,,7.08
1580 Francisco St,,Industrial,Existing,South Bay,Torrance,Torrance,CA,90501,Los Angeles,2000,1,,209.0,1.05,199927,199927,199927,199927,199927,199927,0,19.8000,0.0,,2024 Tax @ $3.3580/sf,2024 Tax @ $3.3580/sf,,Negotiable,CBRE,,3103634960.0,,John Schumacher,Sares-Regis Group,,"Prologis, Inc.","Signage, Yard, Air Conditioning",600-1200a/277-480v 3p 4w,"30'0""",33.0,"1/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,Yes,,,,28472,19.8,,Harbor Gateway Center,0,8.14,354578.0,,33.848313,-118.3075151,,$19.80,,4,199927,M3,A,,,,19.8
17335 Glen Helen Pky,,Industrial,Existing,Inland Empire East,San Bernardino,San Bernardino,CA,92407,San Bernardino,2012,1,,361.0,0.59,616710,616710,200000,616710,0,0,616710,12.6000,100.0,,2024 Tax @ $0.8478/sf,2024 Tax @ $0.8478/sf,Modified Gross,,,,,,,,,Alere Property Group LLC,"Fenced Lot, Skylights",8000a/277-480v 3p,"32'0""",86.0,"2/12'0""w x 14'0""h",52'w x 60'd,ESFR,,Masonry,,,,,,6791347,,12.6,Glen Helen Distribution Center,0,29.51,1285456.0,,34.1906995,-117.4283782,,$12.60,,5,616710,,A,,SEC Glen Helen Pky & Sycamore Creek Rd,,12.6
25300 Globe St,Globe Distribution Center,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Moreno Valley,CA,92551,Riverside,2006,1,,221.0,0.35,402540,402540,402540,402540,402540,402540,0,10.8000,0.0,8698.0,2024 Tax @ $0.7948/sf,2024 Tax @ $0.7948/sf,,Triple Net,,,,,,IDS  Real Estate Group,IDS Real Estate Group,IDS  Real Estate Group,"Fenced Lot, Signage, Skylights",3000a/277-480v 3p,"32'0""",72.0,"1/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,1523453,10.8,,,0,18.98,826769.0,,33.8640318,-117.219323,,$10.80,,5,402540,,A,,NEC of Globe St. & Oleander Ave.,,10.8
20123 Harvill Ave,Harvill Business Center,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92570,Riverside,2020,1,,287.0,0.44,423665,130000,130000,130000,0,0,130000,12.0000,100.0,,2024 Tax @ $1.6942/sf,2024 Tax @ $1.6942/sf,Modified Gross,,,,,,,,Core5 Industrial Partners,ARES Management LLC,"Skylights, Yard",4000a/277-480v 3p,"36'0""",55.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,11035101,,12.0,,0,20.83,907355.0,,33.8283019,-117.2496445,,$12.00,,5,423665,I,A,,,,12.0
21511 Harvill Ave,Nuevo Distribution Center,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92570,Riverside,2024,1,,246.0,0.8,207130,207130,207130,207130,207130,207130,0,11.4000,0.0,3500.0,2023 Tax @ $0.2889/sf,2023 Tax @ $0.2889/sf,,Triple Net,Cushman & Wakefield,,9099424640.0,,Charles Belden,IDS  Real Estate Group,IDS  Real Estate Group,"First Industrial Realty Trust, Inc.",Skylights,4000a/277-480v 3p,"36'0""",46.0,"2/12'0""w x 14'0""h",56'w x 60'd,ESFR,,Reinforced Concrete,,,,,,14671901,11.4,,,0,16.31,710464.0,,33.8075563,-117.2426615,,$11.40,,4,207130,,A,,,,11.4
9333 Hermosa Ave,,Industrial,Existing,Inland Empire West,Airport Area,Rancho Cucamonga,CA,91730,San Bernardino,2002,1,,325.0,0.44,573000,573000,573000,573000,573000,573000,0,13.4400,0.0,15910.0,2024 Tax @ $0.6540/sf,2024 Tax @ $0.6540/sf,,Triple Net,CBRE,,9094182008.0,,James Koenig,,Riverside Park & Recreation,TIAA,Signage,3000a,"30'0""",86.0,"2/10'0""w x 12'0""h",,ESFR,,Masonry,,,,,,628108,13.44,,,0,23.38,1018433.0,,34.082037,-117.583279,,$13.44,,4,573000,GI,A,,,,13.44
4323 Indian Ave,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92571,Riverside,2019,1,,163.0,0.25,656695,656695,656695,656695,0,0,656695,6.2400,100.0,5877.0,2024 Tax @ $1.5084/sf,2024 Tax @ $1.5084/sf,Triple Net,,Colliers,,9497245509.0,,Ian DeVries,,Duke Realty Corporation,"Prologis, Inc.","24 Hour Access, Front Loading, Security System, Yard",4000a/480v 3p,"36'0""",98.0,4,56'w x 50'd,ESFR,,Reinforced Concrete,,Yes,Yes,Yes,Yes,10653234,,6.24,,0,30.7,1337292.0,,33.8502861,-117.2323973,,$6.24,,5,656695,PVCC - LI,A,,,,6.24
17783 Indian St,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Moreno Valley,CA,92551,Riverside,2018,1,,270.0,0.62,437674,437674,437674,437674,437674,437674,0,12.6000,0.0,5020.0,2024 Tax @ $3.2809/sf,2024 Tax @ $3.2809/sf,,Triple Net,JLL,,9094676860.0,,Peter McWilliams,,,DWS Group,Storage Space,1200-3000a/277-480v,"36'0""",53.0,"2/12'0""w x 14'0""h",50'w x 56'd,ESFR,,Reinforced Concrete,,,,,,10105554,12.6,,,0,19.64,855518.0,LEED Certified - Silver,33.8620737,-117.2367752,,$12.60,,4,437674,SP,A,,,,12.6
44901-44951 Industrial Dr,,Industrial,Existing,880 Corridor,Fremont,Fremont,CA,94538,Alameda,1996,1,,90.0,2.6,166398,52658,52658,52658,52658,52658,0,19.8000,68.35,12500.0,2024 Tax @ $2.2245/sf,2024 Tax @ $2.2245/sf,,Triple Net,CBRE,,4084537486.0,,Robert Shannon,Investment Building Group,Investment Building Group,LBA Logistics,"Fenced Lot, Skylights",200-2800a/277-480v 3p 4w,"26'0""",29.0,"3/12'0""w x 14'0""h",56'w x 48'd,ESFR,,Masonry,,,,,,326113,19.8,,,0,8.46,368518.0,,37.499468,-121.952985,,$19.80,,4,166398,,A,,,,19.8
5300 E Jurupa St,Bldg 20,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2004,1,,125.0,1.04,120600,120600,120600,120600,120600,0,0,15.0000,100.0,3300.0,2024 Tax @ $0.8384/sf,2024 Tax @ $0.8384/sf,,Triple Net,Investment Building Group,,9492631111.0,,Brian Bargemann,Investment Building Group,Investment Building Group,Investment Building Group,"24 Hour Access, Conferencing Facility, Fenced Lot, Skylights, Reception",800a/277-480v 3p,"30'0""",23.0,"2/12'0""w x 14'0""h",50'w x 56'd,ESFR,,Reinforced Concrete,,,City,City,,724295,15.0,,,0,6.31,274864.0,,34.046715,-117.536969,,$15.00,,4,120600,M-2 VI,A,,,,15.0
250 Klug Cir,Klug Industrial,Industrial,Existing,Inland Empire East,Corona/Eastvale,Corona,CA,92880,Riverside,2000,1,,202.0,3.0,100950,100950,100950,201900,100950,100950,100950,13.5000,0.0,14550.0,2024 Tax @ $0.7993/sf,2024 Tax @ $0.7993/sf,Modified Gross,Triple Net,Rexco Development,,9518981502.0,,Griffin Haupert,,,Amro Fabricating Corporation,"Fenced Lot, Skylights, Air Conditioning",3400a/277-480v,"30'0""",3.0,"13/12'0""w x 14'0""h",,Wet,,Reinforced Concrete,,,,,,5730505,13.8,13.2,,0,5.59,243500.0,,33.8903497,-117.6125433,,$13.20 - 13.80,,4,100950,M2,A,,,,13.8
2872 E La Palma Ave,,Industrial,Existing,North County,Anaheim,Anaheim,CA,92806,Orange,2023,1,,196.0,1.01,187520,187520,74339,187520,187520,187520,0,20.2800,0.0,6132.0,2024 Tax @ $2.5541/sf,2024 Tax @ $2.5541/sf,,Triple Net,JLL,,9498852922.0,,Zach Niles,,Duke Realty Corporation,"Prologis, Inc.","Fenced Lot, Signage, Skylights, Yard, Car Charging Station, Air Conditioning",2000-4000a/277-480v,"36'0""",19.0,1,60'w x 56'd,ESFR,,Reinforced Concrete,,,,,,12288727,20.28,,,0,8.76,381586.0,,33.848161,-117.8674838,,$20.28,,4,187520,"SP 2015-1, Anaheim Canyon",A,,,,20.28
2470 W Lugonia Ave,,Industrial,Existing,Inland Empire East,Redlands/Loma Linda,Redlands,CA,92374,San Bernardino,2008,1,,92.0,0.88,104072,104072,104072,104072,0,0,104072,9.0000,100.0,2024.0,2024 Tax @ $0.5829/sf,2024 Tax @ $0.5829/sf,Triple Net,,Lee & Associates,,9512763632.0,,Herrick Johnson,,"PGP Partners, Inc.",Traditional Baking,Fenced Lot,2000a/277-480v 3p,"30'0""",17.0,"2/10'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,,Yes,Yes,,1517893,,9.0,Mountain View Industrial Center,0,4.94,215186.0,,34.0711792,-117.2421474,,$9.00,,4,104072,CP-1,A,,,,9.0
16969 Mesamint St,Bernardo Technology Center,Flex,Existing,I-15 Corridor,Rancho Bernardo,San Diego,CA,92127,San Diego,2001,1,,591.0,3.6,164050,164050,164050,164050,164050,164050,0,18.6000,0.0,26000.0,2024 Tax @ $3.4249/sf,2024 Tax @ $3.4249/sf,,Triple Net,Kidder Mathews,,8583693030.0,,Mickey Morera,,Koll Development Company,General Atomics,"Fenced Lot, Signage, Car Charging Station",8000a/277-480v,"26'0""",5.0,"2/10'0""w x 14'0""h",56'w x 48'd,ESFR,4.0,Masonry,,,,,,577239,18.6,,4S-Ranch Business Park,0,11.04,480902.0,,33.016043,-117.103547,,$18.60,,4,164050,M54,A,,,,18.6
3454 E Miraloma Ave,Anaheim Concourse Distribution Center,Industrial,Existing,North County,Anaheim,Anaheim,CA,92806,Orange,2002,1,,465.0,1.55,300000,128794,128794,128794,0,0,128794,16.2000,100.0,15000.0,2024 Tax @ $2.2660/sf,2024 Tax @ $2.2660/sf,Triple Net,,CBRE,,7143719210.0,,Brad Bierbaum,"Prologis, Inc.",PacSun,"Prologis, Inc.","Fenced Lot, Mezzanine, Reception",4000a/277-400v 3p 4w,"32'0""",37.0,3,,ESFR,,Masonry,,,,,,663313,,16.2,Anaheim Concourse,0,13.271579,578110.0,,33.8593815,-117.8442374,,$16.20,,4,300000,Commercial,A,,,,16.2
1740 Mountain Ave,Bldg 7,Industrial,Existing,Inland Empire East,Corona/Eastvale,Norco,CA,92860,Riverside,2023,1,,158.0,0.99,159517,159517,159517,159517,159517,159517,0,11.8800,0.0,,2023 Tax @ $0.0834/sf,2023 Tax @ $0.0834/sf,,Triple Net,Lee & Associates Commercial Real Estate Service,,9512763630.0,,Jeff Ruscigno,,CapRock Partners,H & H Properties Lp,Yard,4000a,"30'0""",16.0,2,,ESFR,,,,,,,,12633289,11.88,,Palomino Ranch Business Park,0,10.0,435600.0,,33.9063623,-117.5698878,,$11.88,,4,159517,M-1,A,,,,11.88
1810 Mountain Ave,Bldg 15,Industrial,Existing,Inland Empire East,Corona/Eastvale,Norco,CA,92860,Riverside,2023,1,,41.0,0.63,64631,64631,64631,64631,64631,64631,0,11.8800,100.0,,2023 Tax @ $0.0711/sf,2023 Tax @ $0.0711/sf,,Triple Net,Lee & Associates Commercial Real Estate Service,,9512763630.0,,Jeff Ruscigno,,CapRock Partners,,Yard,1600-4000a,"32'0""",5.0,1,,ESFR,,,,,,,,12633305,11.88,,Palomino Ranch Business Park,0,2.702373,117715.0,,33.9077903,-117.5686001,,$11.88,,4,64631,M-1,A,,,,11.88
1860 Mountain Ave,Bldg 8,Industrial,Existing,Inland Empire East,Corona/Eastvale,Norco,CA,92860,Riverside,2023,1,,69.0,0.96,72245,72245,72245,72245,72245,72245,0,11.8800,100.0,,2023 Tax @ $0.0818/sf,2023 Tax @ $0.0818/sf,,Triple Net,Lee & Associates Commercial Real Estate Service,,9512763630.0,,Jeff Ruscigno,,CapRock Partners,,Yard,1600-4000a,"32'0""",5.0,1,,ESFR,,,,,,,,12633293,11.88,,Palomino Ranch Business Park,0,3.464784,150926.0,,33.9079429,-117.5707968,,$11.88,,4,72245,M-1,A,,,,11.88
1910 Mountain Ave,Bldg 17,Industrial,Existing,Inland Empire East,Corona/Eastvale,Norco,CA,92860,Riverside,2023,1,,37.0,0.54,68266,68266,68266,68266,68266,68266,0,11.8800,100.0,,2023 Tax @ $0.0583/sf,2023 Tax @ $0.0583/sf,,Triple Net,Lee & Associates Commercial Real Estate Service,,9512763630.0,,Jeff Ruscigno,,CapRock Partners,,Yard,1600a,"30'0""",5.0,1,,ESFR,,,,,,,,12633321,11.88,,Palomino Ranch Business Park,0,2.330543,101518.0,,33.9089398,-117.5686975,,$11.88,,4,68266,M-1,A,,,,11.88
24665 Nandina Ave,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Moreno Valley,CA,92551,Riverside,2022,1,,115.0,0.52,220757,60000,30000,60000,0,0,60000,12.0000,100.0,,2023 Tax @ $2.2886/sf,2023 Tax @ $2.2886/sf,Negotiable,,,,,,,,"First Industrial Realty Trust, Inc.","First Industrial Realty Trust, Inc.","Skylights, LEED Certified",2000-4000a,"42'0""",31.0,1,56'w x 60'd,ESFR,,Masonry,,,,City,,11098900,,12.0,,0,9.85,429066.0,LEED Certified,33.86567,-117.232608,,$12.00,,5,220757,BP,A,,,,12.0
22705 Newhope St,Veterans Way Logistics Center,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Moreno Valley,CA,92553,Riverside,2015,1,,80.0,0.21,366698,366698,366698,366698,0,0,366698,12.6000,100.0,,2024 Tax @ $1.4419/sf,2024 Tax @ $1.4419/sf,Modified Gross,,CBRE,,,,,,,Blackstone Inc.,"Fenced Lot, Skylights",800-3000a/277-480v 3p 4w,"32'0""",48.0,"2/12'0""w x 14'0""h",52'w x 60'd,ESFR,,Reinforced Concrete,,,,,,9455031,,12.6,,0,16.03,698267.0,,33.9144859,-117.2683215,,$12.60,,4,366698,L1,A,,SEC of Newhope St. & Elsworth St.,,12.6
630 Nicholas Rd,,Industrial,Existing,Inland Empire East,Beaumont/Hemet,Beaumont,CA,92223,Riverside,2013,1,,370.0,0.31,600092,600092,200000,600092,0,0,600092,10.2000,100.0,7116.0,2024 Tax @ $2.9482/sf,2024 Tax @ $2.9482/sf,Industrial Gross,,EQT Real Estate,,8584724986.0,,Caitlin Little,,,EQT Real Estate,"Fenced Lot, Skylights, Energy Star Labeled",2000a 3p,"32'0""",90.0,2,52'w x 60'd,ESFR,,Reinforced Concrete,,,,,,8976334,,10.2,Beaumont Logistics Center,0,30.81,1342084.0,,33.9306132,-116.9930157,,$10.20,,5,600092,RA,A,,,,10.2
21822 Opportunity Way,Meridian Distribution Center III,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Riverside,CA,92518,Riverside,2019,1,,180.0,0.54,262260,50400,50400,50400,0,0,50400,12.6000,100.0,2570.0,2024 Tax @ $3.0059/sf,2024 Tax @ $3.0059/sf,Modified Gross,,Cushman & Wakefield,,9099424678.0,,Philip Lombardo,Dermody,,AXA Investment Managers US Inc,"Fenced Lot, Mezzanine, Signage, Skylights, Energy Star Labeled, Wheelchair Accessible, Reception",2000-4000a,"32'0""",56.0,"2/15'0""w x 15'0""h",50'w x 50'd,ESFR,,Reinforced Concrete,,,,,,9796755,,12.6,Meridian Business Park,0,13.53,589367.0,,33.8940845,-117.2840008,,$12.60,,5,262260,BP,A,Energy Star,,,12.6
18550 Orange St,,Industrial,Existing,Inland Empire East,San Bernardino,Bloomington,CA,92316,San Bernardino,2019,1,,271.0,0.48,371442,371442,371442,371442,371442,371442,0,13.2000,0.0,4484.0,2024 Tax @ $1.3764/sf,2024 Tax @ $1.3764/sf,,Negotiable,CBRE,,9094182169.0,,Daniel De la Paz,,,The Orden Company,Skylights,4000a,"36'0""",85.0,2,,ESFR,,Reinforced Concrete,,,,,,10667056,13.2,,,0,18.88,822413.0,,34.066423,-117.398337,,$13.20,,4,371442,BLIC,A,,,,13.2
44509 Pacific Commons Blvd,Bldg 2B,Industrial,Existing,880 Corridor,Fremont,Fremont,CA,94538,Alameda,2020,1,,286.0,1.6,178910,178910,178910,178910,0,0,178910,23.4000,100.0,,2024 Tax @ $5.7055/sf,2024 Tax @ $5.7055/sf,Triple Net,,CBRE,,4084537486.0,,Robert Shannon,,Overton Moore Properties,Overton Moore Properties,Skylights,4000a/277-480v,"32'0""",28.0,2,50'w x 52'd,ESFR,,,,,,,,609526,,23.4,Pacific Commons South,0,4.1072,178910.0,,37.4958879,-121.9684484,,$23.40,,4,178910,I-1,A,,& I-880,,23.4
19681 Pacific Gateway Dr,Gateway Logistics Center,Industrial,Existing,South Bay,Torrance,Torrance,CA,90502,Los Angeles,1977,1,,158.0,0.63,251606,251606,251606,251606,0,0,251606,19.2000,100.0,,2024 Tax @ $3.9032/sf,2024 Tax @ $3.9032/sf,Triple Net,,CBRE,,3103634953.0,,Greg Dyer,,ARES Management LLC,Ares Industrial Real Estate Income Trust Inc.,"24 Hour Access, Fenced Lot, Mezzanine, Yard",4000a,"36'0""",42.0,2,56'w x 60'd,ESFR,,Masonry,,,Yes,Yes,,12046004,,19.2,,0,10.7,466092.0,,33.8525619,-118.2962385,,$19.20,,4,251606,M3,A,,,,19.2
2200-2250 Palmetto Ave,,Industrial,Existing,Inland Empire East,Redlands/Loma Linda,Redlands,CA,92374,San Bernardino,2006,1,,347.0,0.55,446050,446050,352500,446050,0,0,446050,11.4000,100.0,4966.0,2024 Tax @ $1.1417/sf,2024 Tax @ $1.1417/sf,Modified Gross,,,,,,,"Prologis, Inc.",Pattillo Industrial Real Estate,"Prologis, Inc.","Fenced Lot, Signage",4000a/277-480v,"30'0""",75.0,"4/12'0""w x 14'0""h",50'w x 52'd,ESFR,,,,,,,,1012237,,11.4,Redlands Commerce Center,0,22.8,993168.0,,34.0864607,-117.2308164,,$11.40,,4,446050,,A,,,,11.4
2830 E Philadelphia St,,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,1998,1,,282.0,0.74,383619,183619,183619,183619,183619,183619,0,12.6000,52.14,,2024 Tax @ $0.6325/sf,2024 Tax @ $0.6325/sf,,Triple Net,,,,,,,,"Vogel Properties, Inc.","Fenced Lot, Skylights",2000a/277-480v,"30'0""",34.0,"3/10'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,6616,12.6,,,0,16.03,698267.0,,34.031815,-117.588012,,$12.60,,4,383619,"S-P, Ontario",A,,,,12.6
19501 Prairie Ave,Building 1,Industrial,Existing,South Bay,Torrance,Torrance,CA,90503,Los Angeles,2023,1,,423.0,1.31,322517,285423,177103,177103,177103,177103,0,27.6000,45.09,,2024 Tax @ $1.7637/sf,2024 Tax @ $1.7637/sf,,Triple Net,,,,,,Emerald Real Estate Partners,,Emerald Real Estate Partners,"Fenced Lot, Yard",2000a/277-480v 3p 4w,"36'0""",30.0,2,,ESFR,,Reinforced Concrete,,,,,,11478811,27.6,,Torrance Industrial Exchange,0,15.07,656449.0,,33.8505684,-118.3443913,,$27.60,,4,322517,M2,A,,,,27.6
105 S Puente St,,Industrial,Existing,North County,Brea/La Habra,Brea,CA,92821,Orange,1990,1,,223.0,1.2,184000,184000,184000,184000,184000,0,0,19.2000,100.0,20254.0,2024 Tax @ $1.3949/sf,2024 Tax @ $1.3949/sf,,Triple Net,Cushman & Wakefield,,9499309231.0,,Rick Ellison,,,Alere Property Group LLC,"Cooler, Fenced Lot, Skylights, Energy Star Labeled",3000a/277-480v 3p 4w,"30'0""",22.0,"1/10'0""w x 12'0""h",48'w,ESFR,,Reinforced Concrete,,,,,,289390,19.2,,,0,7.5,326700.0,,33.921197,-117.918901,,$19.20,,4,186353,"M2, Brea",A,Energy Star,,,19.2
1515 Rancho Conejo Blvd,,Industrial,Existing,Conejo Valley,Thousand Oaks,Thousand Oaks,CA,91320,Ventura,2022,1,,201.0,2.25,89277,89277,89277,89277,89277,89277,0,12.0000,0.0,5554.0,2023 Tax @ $0.5883/sf,2023 Tax @ $0.5883/sf,,Triple Net,CBRE,,8189074608.0,,Bennett Robinson,,,"Vogel Properties, Inc.","Conferencing Facility, Mezzanine, Yard",1200-3000a/277-480v 3p 4w,"30'0""",17.0,2,,ESFR,,Reinforced Concrete,,,,,,659989,12.0,,Conejo Spectrum Gateway,0,5.37,233917.0,,34.2006478,-118.9249958,,$12.00,,4,89277,M1,A,,,,12.0
